frame,DetObj#,x,y,z,v,snr,noise
0,0,0.5260917544364929,0.6048901677131653,0.0,0.0,253,877
0,1,-0.788478434085846,0.7627189755439758,0.0,0.0,152,926
0,2,0.445661723613739,1.0024092197418213,0.0,0.0,152,926
0,3,0.06328924000263214,2.0242667198181152,0.0,0.0,160,925
0,4,0.8702269792556763,2.64526104927063,0.0,0.0,156,1003
0,5,-0.1872306615114212,2.9898338317871094,0.0,0.0,201,1040
0,6,-0.19514180719852448,3.1161646842956543,0.0,0.0,157,1079
0,7,-2.492013692855835,2.8652689456939697,0.0,0.0,156,993
0,8,-2.5183842182159424,7.6552252769470215,0.0,0.0,154,784
1,0,0.5221362113952637,0.5515158176422119,0.0,0.0,226,879
1,1,0.4430246651172638,0.7673412561416626,0.0,0.0,173,904
1,2,0.7476041316986084,0.47557491064071655,0.0,0.0,173,904
1,3,-0.788478434085846,0.7627189755439758,0.0,0.0,152,920
1,4,0.06328924000263214,2.0242667198181152,0.0,0.0,162,922
1,5,0.8702269792556763,2.64526104927063,0.0,0.0,161,999
1,6,-0.1872306615114212,2.9898338317871094,0.0,0.0,203,1038
1,7,-0.19514180719852448,3.1161646842956543,0.0,0.0,152,1079
1,8,-2.492013692855835,2.8652689456939697,0.0,0.0,154,997
1,9,-2.5183842182159424,7.6552252769470215,0.0,0.0,155,781
2,0,0.5260917544364929,0.6048901677131653,0.0,0.0,235,858
2,1,0.4430246651172638,0.7673412561416626,0.0,0.0,182,893
2,2,-0.788478434085846,0.7627189755439758,0.0,0.0,157,913
2,3,0.06328924000263214,2.0242667198181152,0.0,0.0,160,924
2,4,0.9572497010231018,2.6150286197662354,0.0,0.0,157,1003
2,5,-0.1872306615114212,2.9898338317871094,0.0,0.0,202,1039
2,6,-0.2887571454048157,3.0665109157562256,0.0,0.0,176,1053
2,7,-2.492013692855835,2.8652689456939697,0.0,0.0,168,982
2,8,-2.5183842182159424,7.6552252769470215,0.0,0.0,152,783
3,0,0.5511437654495239,0.5821555852890015,0.0,0.0,307,852
3,1,-0.788478434085846,0.7627189755439758,0.0,0.0,153,916
3,2,0.06328924000263214,2.0242667198181152,0.0,0.0,158,927
3,3,0.9572497010231018,2.6150286197662354,0.0,0.0,159,1002
3,4,-0.1872306615114212,2.9898338317871094,0.0,0.0,202,1038
3,5,-0.2887571454048157,3.0665109157562256,0.0,0.0,175,1053
3,6,-2.492013692855835,2.8652689456939697,0.0,0.0,162,989
3,7,-2.5183842182159424,7.6552252769470215,0.0,0.0,159,777
4,0,0.5511437654495239,0.5821555852890015,0.0,0.0,321,861
4,1,-0.788478434085846,0.7627189755439758,0.0,0.0,159,913
4,2,0.06328924000263214,2.0242667198181152,0.0,0.0,160,924
4,3,0.9572497010231018,2.6150286197662354,0.0,0.0,161,1002
4,4,-0.1872306615114212,2.9898338317871094,0.0,0.0,202,1038
4,5,-0.2887571454048157,3.0665109157562256,0.0,0.0,174,1053
4,6,-2.492013692855835,2.8652689456939697,0.0,0.0,161,990
4,7,-2.5183842182159424,7.6552252769470215,0.0,0.0,165,773
5,0,0.5260917544364929,0.6048901677131653,0.0,0.0,330,861
5,1,-0.788478434085846,0.7627189755439758,0.0,0.0,153,918
5,2,0.06328924000263214,2.0242667198181152,0.0,0.0,155,929
5,3,0.9572497010231018,2.6150286197662354,0.0,0.0,160,1002
5,4,-0.1872306615114212,2.9898338317871094,0.0,0.0,202,1038
5,5,-0.2887571454048157,3.0665109157562256,0.0,0.0,174,1052
5,6,-2.492013692855835,2.8652689456939697,0.0,0.0,166,984
5,7,-2.5183842182159424,7.6552252769470215,0.0,0.0,162,776
6,0,0.5260917544364929,0.6048901677131653,0.0,0.0,332,857
6,1,0.9572497010231018,2.6150286197662354,0.0,0.0,157,1004
6,2,-0.1872306615114212,2.9898338317871094,0.0,0.0,201,1038
6,3,-0.2887571454048157,3.0665109157562256,0.0,0.0,174,1052
6,4,-2.492013692855835,2.8652689456939697,0.0,0.0,168,982
6,5,-2.5183842182159424,7.6552252769470215,0.0,0.0,160,778
7,0,0.5260917544364929,0.6048901677131653,0.0,0.0,340,858
7,1,-0.788478434085846,0.7627189755439758,0.0,0.0,150,920
7,2,0.06328924000263214,2.0242667198181152,0.0,0.0,150,934
7,3,0.9572497010231018,2.6150286197662354,0.0,0.0,158,1004
7,4,-0.1872306615114212,2.9898338317871094,0.0,0.0,201,1038
7,5,-0.2887571454048157,3.0665109157562256,0.0,0.0,175,1051
7,6,-2.492013692855835,2.8652689456939697,0.0,0.0,167,983
7,7,-2.5183842182159424,7.6552252769470215,0.0,0.0,161,775
8,0,0.5260917544364929,0.6048901677131653,0.0,0.0,346,850
8,1,0.06328924000263214,2.0242667198181152,0.0,0.0,156,930
8,2,0.9572497010231018,2.6150286197662354,0.0,0.0,159,1003
8,3,-0.1872306615114212,2.9898338317871094,0.0,0.0,202,1038
8,4,-0.2887571454048157,3.0665109157562256,0.0,0.0,175,1051
8,5,-2.492013692855835,2.8652689456939697,0.0,0.0,167,983
8,6,-2.5183842182159424,7.6552252769470215,0.0,0.0,160,778
9,0,0.5260917544364929,0.6048901677131653,0.0,0.0,300,892
9,1,-0.788478434085846,0.7627189755439758,0.0,0.0,173,899
9,2,0.06328924000263214,2.0242667198181152,0.0,0.0,174,916
9,3,0.9572497010231018,2.6150286197662354,0.0,0.0,152,1010
9,4,-0.1872306615114212,2.9898338317871094,0.0,0.0,193,1042
9,5,-0.2887571454048157,3.0665109157562256,0.0,0.0,166,1055
9,6,-2.492013692855835,2.8652689456939697,0.0,0.0,163,985
9,7,-2.5183842182159424,7.6552252769470215,0.0,0.0,156,783
10,0,-0.788478434085846,0.7627189755439758,0.0,0.0,163,911
